patch_title,url,raw_text,label
While Guthix Sleeps - Overview,https://secure.runescape.com/m=news/while-guthix-sleeps---overview?oldschool=1,"60,000 Farming XP",XP/Progression
While Guthix Sleeps - Overview,https://secure.runescape.com/m=news/while-guthix-sleeps---overview?oldschool=1,"60,000 Herblore XP",XP/Progression
While Guthix Sleeps - Overview,https://secure.runescape.com/m=news/while-guthix-sleeps---overview?oldschool=1,"40,000 Hunter XP",XP/Progression
While Guthix Sleeps - Overview,https://secure.runescape.com/m=news/while-guthix-sleeps---overview?oldschool=1,Access to the Ancient Guthixian Temple and Tormented Demons*,General Change
While Guthix Sleeps - Overview,https://secure.runescape.com/m=news/while-guthix-sleeps---overview?oldschool=1,Access to the Rites of Balance*,General Change
"Defender of Varrock, Varlamore Rewards & More",https://secure.runescape.com/m=news/defender-of-varrock-varlamore-rewards--more?oldschool=1,"Toktz-ket-xil, Malediction Ward and Odium Ward",General Change
"Defender of Varrock, Varlamore Rewards & More",https://secure.runescape.com/m=news/defender-of-varrock-varlamore-rewards--more?oldschool=1,"You roll an accuracy roll, if you miss you hit two 0s",Combat Balance
"Defender of Varrock, Varlamore Rewards & More",https://secure.runescape.com/m=news/defender-of-varrock-varlamore-rewards--more?oldschool=1,"If you're successful, you roll 2 seperate damage rolls, each totalling half of your Max Hit",XP/Progression
"Defender of Varrock, Varlamore Rewards & More",https://secure.runescape.com/m=news/defender-of-varrock-varlamore-rewards--more?oldschool=1,"If the division is unequal, then one of the rolls gets a +1 - Example: If your Max Hit is 17, you'll have a max hit of 8 and 9.",Combat Balance
Varlamore: Part One - Overview,https://secure.runescape.com/m=news/varlamore-part-one---overview?oldschool=1,First Look & Rewards,General Change
Varlamore: Part One - Overview,https://secure.runescape.com/m=news/varlamore-part-one---overview?oldschool=1,"Sunlight Moth (65 Hunter): 6 + 20% of a player's reduced stats , as well as 8 Hitpoints .",XP/Progression
Varlamore: Part One - Overview,https://secure.runescape.com/m=news/varlamore-part-one---overview?oldschool=1,Moonlight Moth (75 Hunter): 5 + 10% of a player's level in Prayer Points .,XP/Progression
Varlamore: Part One - Overview,https://secure.runescape.com/m=news/varlamore-part-one---overview?oldschool=1,Sunlight Antelope (72 Hunter): Sunlight Horns and Sunlight Meat,XP/Progression
Varlamore: Part One - Overview,https://secure.runescape.com/m=news/varlamore-part-one---overview?oldschool=1,Moonlight Antelope (91 Hunter): Moonlight Horns and Moonlight Meat,XP/Progression
Varlamore: Part One - Overview,https://secure.runescape.com/m=news/varlamore-part-one---overview?oldschool=1,Slash Attack: +77,Combat Balance
Varlamore: Part One - Overview,https://secure.runescape.com/m=news/varlamore-part-one---overview?oldschool=1,Ranged Attack: +87,Combat Balance
Varlamore: Part One - Overview,https://secure.runescape.com/m=news/varlamore-part-one---overview?oldschool=1,Strength Bonus: +91,Combat Balance
Varlamore: Part One - Overview,https://secure.runescape.com/m=news/varlamore-part-one---overview?oldschool=1,"Access to Varlamore: Low Tier Meats (Wild Kebbit, Larupia and Barbed Kebbit)",Quest/Lore
Varlamore: Part One - Overview,https://secure.runescape.com/m=news/varlamore-part-one---overview?oldschool=1,"25 Rumours: Mid Tier Meats (Graahk, Kyatt and Fox)",General Change
Varlamore: Part One - Overview,https://secure.runescape.com/m=news/varlamore-part-one---overview?oldschool=1,50 Rumours: High Tier Meats (Antelope and Dashing Kebbit),General Change
Varlamore: Part One - Overview,https://secure.runescape.com/m=news/varlamore-part-one---overview?oldschool=1,"Larupia Fur Pouch: 35 Crafting, 4x Larupia Fur, Needle, Thread. Stores up to 14 furs. Gives 100 Crafting XP.",XP/Progression
Varlamore: Part One - Overview,https://secure.runescape.com/m=news/varlamore-part-one---overview?oldschool=1,"Graahk Fur Pouch: 50 Crafting, Larupia Fur Pouch, 3x Graahk Fur, Needle, Thread. Stores up to 21 furs. Gives 200 Crafting XP.",XP/Progression
Varlamore: Part One - Overview,https://secure.runescape.com/m=news/varlamore-part-one---overview?oldschool=1,"Kyatt Fur Pouch: 65 Crafting, Graahk Fur Pouch, 3x Kyatt Fur, Needle, Thread. Stores up to 28 furs. Gives 300 Crafting XP.",XP/Progression
Varlamore: Part One - Overview,https://secure.runescape.com/m=news/varlamore-part-one---overview?oldschool=1,"Fennec Meat Pouch: 35 Crafting, 4x Fennec Fox Fur, Needle, Thread. Stores up to 14 raw Hunter meats. Gives 200 Crafting XP.",XP/Progression
Varlamore: Part One - Overview,https://secure.runescape.com/m=news/varlamore-part-one---overview?oldschool=1,"Antelope Meat Pouch: 65 Crafting, Fennec Meat Pouch, 3x Antelope Fur, Needle, Thread. Stores up to 28 raw Hunter meats. Gives 300 Crafting XP.",XP/Progression
Varlamore: Part One - Overview,https://secure.runescape.com/m=news/varlamore-part-one---overview?oldschool=1,Varlamore Activities & Kourend Changes,Quest/Lore
Varlamore: Part One - Overview,https://secure.runescape.com/m=news/varlamore-part-one---overview?oldschool=1,Bone Shards: a stackable item used in Prayer training.,XP/Progression
Varlamore: Part One - Overview,https://secure.runescape.com/m=news/varlamore-part-one---overview?oldschool=1,Basic Teleport Crystals: allow you to teleport out of the Agility Dungeon and back to your Agility guide once.,XP/Progression
Varlamore: Part One - Overview,https://secure.runescape.com/m=news/varlamore-part-one---overview?oldschool=1,Advanced Teleport Crystal: allows you to teleport out of the Agility Dungeon and back to your Agility guide multiple times.,XP/Progression
Varlamore: Part One - Overview,https://secure.runescape.com/m=news/varlamore-part-one---overview?oldschool=1,Graceful Sewing Kit: can be used to recolour an item of Graceful Kit to the Varlamore Graceful Kit.,Quest/Lore
Defender of Varrock Artwork & QoL Updates,https://secure.runescape.com/m=news/defender-of-varrock-artwork--qol-updates?oldschool=1,Zombie Lumberjacks now appear consistently.,General Change
Defender of Varrock Artwork & QoL Updates,https://secure.runescape.com/m=news/defender-of-varrock-artwork--qol-updates?oldschool=1,Changed visuals on the Player Owned House options.,XP/Progression
Defender of Varrock Artwork & QoL Updates,https://secure.runescape.com/m=news/defender-of-varrock-artwork--qol-updates?oldschool=1,Players can now toggle off the Scurrius food pile timer individually when using the enhanced client.,Mobile/UI
Defender of Varrock Artwork & QoL Updates,https://secure.runescape.com/m=news/defender-of-varrock-artwork--qol-updates?oldschool=1,"When facing Scurrius, items dropped in public instances will now disappear after three minutes.",General Change
Defender of Varrock Artwork & QoL Updates,https://secure.runescape.com/m=news/defender-of-varrock-artwork--qol-updates?oldschool=1,Players can once again hide their Vengeance animation in PvP. The effect will still apply.,General Change
Defender of Varrock Artwork & QoL Updates,https://secure.runescape.com/m=news/defender-of-varrock-artwork--qol-updates?oldschool=1,Bankers will now give clearer feedback when players are unable to deposit items due to having a full stack of that item in the Bank.,General Change
Defender of Varrock Artwork & QoL Updates,https://secure.runescape.com/m=news/defender-of-varrock-artwork--qol-updates?oldschool=1,Barbarian Farmings plant pot smashing technique can now be used on Spirit Tree Saplings.,XP/Progression
Defender of Varrock Artwork & QoL Updates,https://secure.runescape.com/m=news/defender-of-varrock-artwork--qol-updates?oldschool=1,Bottles in Zemouregals hideout will no longer duplicate themselves when picked up.,General Change
Defender of Varrock Artwork & QoL Updates,https://secure.runescape.com/m=news/defender-of-varrock-artwork--qol-updates?oldschool=1,Cooked Karambwan is now the default Cooking option and selecting Poison Karambwan will prompt a toggleable warning message.,XP/Progression
Defender of Varrock Artwork & QoL Updates,https://secure.runescape.com/m=news/defender-of-varrock-artwork--qol-updates?oldschool=1,"Vardorvis now uses different sounds for his Ranged and Magic 'gaze' attacks, to help distinguish between them.",Combat Balance
Defender of Varrock Artwork & QoL Updates,https://secure.runescape.com/m=news/defender-of-varrock-artwork--qol-updates?oldschool=1,"The Clan Events menu now lists more bosses, including the Desert Treasure II bosses and the Revenant Maledictus.",Mobile/UI
Defender of Varrock Artwork & QoL Updates,https://secure.runescape.com/m=news/defender-of-varrock-artwork--qol-updates?oldschool=1,The Chaos Elemental respawn time has been reduced from 60 seconds to around 15 seconds.,General Change
Defender of Varrock Artwork & QoL Updates,https://secure.runescape.com/m=news/defender-of-varrock-artwork--qol-updates?oldschool=1,The Boss Kills log now includes the Desert Treasure II bosses.,General Change
Defender of Varrock Artwork & QoL Updates,https://secure.runescape.com/m=news/defender-of-varrock-artwork--qol-updates?oldschool=1,Bryophyta now drops a guaranteed Ensouled Head.,General Change
Defender of Varrock Artwork & QoL Updates,https://secure.runescape.com/m=news/defender-of-varrock-artwork--qol-updates?oldschool=1,560 - (UK) - PvP World,General Change
Defender of Varrock Artwork & QoL Updates,https://secure.runescape.com/m=news/defender-of-varrock-artwork--qol-updates?oldschool=1,319 - (US) - Bounty Hunter World,XP/Progression
Defender of Varrock Artwork & QoL Updates,https://secure.runescape.com/m=news/defender-of-varrock-artwork--qol-updates?oldschool=1,579 - (US) - High-Risk PvP World,General Change
Defender of Varrock Artwork & QoL Updates,https://secure.runescape.com/m=news/defender-of-varrock-artwork--qol-updates?oldschool=1,561 - (UK) - Free-to-Play PvP World,General Change
Defender of Varrock Artwork & QoL Updates,https://secure.runescape.com/m=news/defender-of-varrock-artwork--qol-updates?oldschool=1,580 - (US) - LMS Competitive,General Change
Defender of Varrock Artwork & QoL Updates,https://secure.runescape.com/m=news/defender-of-varrock-artwork--qol-updates?oldschool=1,"Zombie Lumberjacks now appear consistently, having been suitably told off for their tardiness.",General Change
Defender of Varrock Artwork & QoL Updates,https://secure.runescape.com/m=news/defender-of-varrock-artwork--qol-updates?oldschool=1,"Players can once again hide their Vengeance animation in PvP. The effect will still apply, and the animation will still play in PvM combat.",Combat Balance
Defender of Varrock Artwork & QoL Updates,https://secure.runescape.com/m=news/defender-of-varrock-artwork--qol-updates?oldschool=1,Barbarian Farmings plant pot smashing technique can now be used on Spirit Tree Saplings. How barbaric!,XP/Progression
Defender of Varrock Artwork & QoL Updates,https://secure.runescape.com/m=news/defender-of-varrock-artwork--qol-updates?oldschool=1,"Bottles in Zemouregals hideout will no longer duplicate themselves when picked up, as he saw this as a waste of his phenomenal magic powers.",Combat Balance
Defender of Varrock Artwork & QoL Updates,https://secure.runescape.com/m=news/defender-of-varrock-artwork--qol-updates?oldschool=1,"The Boss Kills log, accessed via the Ring of Wealth or the Adventure Log in the Player-Owned House, now includes the Desert Treasure II bosses.",XP/Progression
Defender of Varrock Artwork & QoL Updates,https://secure.runescape.com/m=news/defender-of-varrock-artwork--qol-updates?oldschool=1,"Bryophyta now drops a guaranteed Ensouled Head, just like Obor.",General Change
"Bots, Bans and Appeals: An Update",https://secure.runescape.com/m=news/bots-bans-and-appeals-an-update?oldschool=1,A team of anti-cheat specialists dedicated to stopping cheaters.,Bug Fix
"Bots, Bans and Appeals: An Update",https://secure.runescape.com/m=news/bots-bans-and-appeals-an-update?oldschool=1,"Using a combination of bespoke tools, data analytics models and manual investigations to detect and remove cheaters.",General Change
"Bots, Bans and Appeals: An Update",https://secure.runescape.com/m=news/bots-bans-and-appeals-an-update?oldschool=1,"Utilising legal means to seek to remove cheating sites (bot makers, gold selling sites, unauthorised sales of accounts & merch).",General Change
"Bots, Bans and Appeals: An Update",https://secure.runescape.com/m=news/bots-bans-and-appeals-an-update?oldschool=1,Last year we banned over 6.9 million accounts.,General Change
"Bots, Bans and Appeals: An Update",https://secure.runescape.com/m=news/bots-bans-and-appeals-an-update?oldschool=1,"So far in 2024, each week on average, we ban over 67,000 Old School RuneScape accounts.",XP/Progression
"Bots, Bans and Appeals: An Update",https://secure.runescape.com/m=news/bots-bans-and-appeals-an-update?oldschool=1,"Of these accounts, 2,800 are for botting popular boss-related content.",General Change
"Bots, Bans and Appeals: An Update",https://secure.runescape.com/m=news/bots-bans-and-appeals-an-update?oldschool=1,"Each week, around 1.5T GP is removed from the RuneScape economy.",XP/Progression
"Bots, Bans and Appeals: An Update",https://secure.runescape.com/m=news/bots-bans-and-appeals-an-update?oldschool=1,"Each week, around 900B GP is removed from the Old School RuneScape economy.",XP/Progression
"Barbarian Training, Forestry Changes & More",https://secure.runescape.com/m=news/barbarian-training-forestry-changes--more?oldschool=1,Barbarian Training is now officially a Miniquest! Players who have participated any previous sections will have those parts of the miniquest automatically completed.,XP/Progression
"Barbarian Training, Forestry Changes & More",https://secure.runescape.com/m=news/barbarian-training-forestry-changes--more?oldschool=1,"Added Barbarian Farming, which allows players to plant seeds without a Seed Dibber and automatically destroy Plant Pots when planting trees.",XP/Progression
"Barbarian Training, Forestry Changes & More",https://secure.runescape.com/m=news/barbarian-training-forestry-changes--more?oldschool=1,Removed all event items from Forestry.,General Change
"Barbarian Training, Forestry Changes & More",https://secure.runescape.com/m=news/barbarian-training-forestry-changes--more?oldschool=1,Event items in Forestry Kits and Banks will be automatically converted to GP.,General Change
"Barbarian Training, Forestry Changes & More",https://secure.runescape.com/m=news/barbarian-training-forestry-changes--more?oldschool=1,Event items in Group Ironman Storage will convert to GP when opening the Storage post-update.,General Change
"Barbarian Training, Forestry Changes & More",https://secure.runescape.com/m=news/barbarian-training-forestry-changes--more?oldschool=1,Any related offers on the Grand Exchange will be cancelled. GP will still be available to collect.,General Change
"Barbarian Training, Forestry Changes & More",https://secure.runescape.com/m=news/barbarian-training-forestry-changes--more?oldschool=1,Removed references to the aforementioned items from the Grand Exchange and the Skill Guide.,XP/Progression
"Barbarian Training, Forestry Changes & More",https://secure.runescape.com/m=news/barbarian-training-forestry-changes--more?oldschool=1,Players now have a random chance to encounter events theyre eligible for based on the following algorithm:,General Change
"Barbarian Training, Forestry Changes & More",https://secure.runescape.com/m=news/barbarian-training-forestry-changes--more?oldschool=1,"The game tracks the last two trees chopped. If an event spawns within 20 tiles of one of those trees, players are eligible for full rewards.",General Change
"Barbarian Training, Forestry Changes & More",https://secure.runescape.com/m=news/barbarian-training-forestry-changes--more?oldschool=1,Logging out resets tracked trees.,General Change
"Barbarian Training, Forestry Changes & More",https://secure.runescape.com/m=news/barbarian-training-forestry-changes--more?oldschool=1,Players may still join events they are ineligible for but will receive only 1 Woodcutting XP per event action and no Anima Bark. They are ineligible to receive uniques from the event.,XP/Progression
"Barbarian Training, Forestry Changes & More",https://secure.runescape.com/m=news/barbarian-training-forestry-changes--more?oldschool=1,A chat message will warn players if they are ineligible for event rewards.,Mobile/UI
"Barbarian Training, Forestry Changes & More",https://secure.runescape.com/m=news/barbarian-training-forestry-changes--more?oldschool=1,At least one player chopping a tree must have a Forestry Kit for events to start spawning.,General Change
"Barbarian Training, Forestry Changes & More",https://secure.runescape.com/m=news/barbarian-training-forestry-changes--more?oldschool=1,Raised drop rates for Forestry uniques.,XP/Progression
"Barbarian Training, Forestry Changes & More",https://secure.runescape.com/m=news/barbarian-training-forestry-changes--more?oldschool=1,The bonus chance on the Twitchers Gloves has increased from 10% to 20%.,General Change
"Barbarian Training, Forestry Changes & More",https://secure.runescape.com/m=news/barbarian-training-forestry-changes--more?oldschool=1,Twitchers Gloves no longer require charges and are a one-time purchase.,General Change
"Barbarian Training, Forestry Changes & More",https://secure.runescape.com/m=news/barbarian-training-forestry-changes--more?oldschool=1,"Accordingly, the price of Twitchers Gloves has been raised.",General Change
"Barbarian Training, Forestry Changes & More",https://secure.runescape.com/m=news/barbarian-training-forestry-changes--more?oldschool=1,Players with existing Twitchers Gloves will have their purchases refunded.,General Change
"Barbarian Training, Forestry Changes & More",https://secure.runescape.com/m=news/barbarian-training-forestry-changes--more?oldschool=1,We've added some Arctic Pine Trees to the south-west of Relekka.,General Change
"Barbarian Training, Forestry Changes & More",https://secure.runescape.com/m=news/barbarian-training-forestry-changes--more?oldschool=1,"The fee paid for accessing the Wilderness Bosses caves (Callisto, Vet'ion, Venenatis, Artio, Calvar'ion & Spindel) is now only in danger of being lost, if the player pays the fee and dies before having left the Wilderness. If the player leaves the Wilderness after paying the fee and returns to another piece of Wilderness content like Scorpia or Rogues' chests, their fee will not be lost on death.",General Change
"Barbarian Training, Forestry Changes & More",https://secure.runescape.com/m=news/barbarian-training-forestry-changes--more?oldschool=1,Loot from Rogues Chests will now be automatically stored in open Looting Bags.,General Change
"Barbarian Training, Forestry Changes & More",https://secure.runescape.com/m=news/barbarian-training-forestry-changes--more?oldschool=1,"The Ring of Wealth (i) now doubles the chance to obtain a Hard Clue Scroll from Rogues Chests, in line with its behaviour elsewhere in the Wilderness.",General Change
"Barbarian Training, Forestry Changes & More",https://secure.runescape.com/m=news/barbarian-training-forestry-changes--more?oldschool=1,Players who already have a Hard Clue Scroll will obtain a 2-Dose Prayer Potion from this roll.,Combat Balance
"Barbarian Training, Forestry Changes & More",https://secure.runescape.com/m=news/barbarian-training-forestry-changes--more?oldschool=1,( OFFICIAL CLIENT / MOBILE ONLY ) Made improvements to the Loot Tracker and Ground Item Overlay features.,Mobile/UI
"Barbarian Training, Forestry Changes & More",https://secure.runescape.com/m=news/barbarian-training-forestry-changes--more?oldschool=1,Added a toggle to break down loot gained from different events separately.,XP/Progression
"Barbarian Training, Forestry Changes & More",https://secure.runescape.com/m=news/barbarian-training-forestry-changes--more?oldschool=1,Added a toggle for untradeable items in the Ground Item Overlay options.,Mobile/UI
"Barbarian Training, Forestry Changes & More",https://secure.runescape.com/m=news/barbarian-training-forestry-changes--more?oldschool=1,Bank Keys (from PvP deaths) are now tracked via the Loot Tracker.,General Change
"Barbarian Training, Forestry Changes & More",https://secure.runescape.com/m=news/barbarian-training-forestry-changes--more?oldschool=1,Items in the Loot Tracker now include links to the OSRS Wiki.,General Change
"Barbarian Training, Forestry Changes & More",https://secure.runescape.com/m=news/barbarian-training-forestry-changes--more?oldschool=1,Sanity is now set to max when teleporting away from The Whisperer.,General Change
"Barbarian Training, Forestry Changes & More",https://secure.runescape.com/m=news/barbarian-training-forestry-changes--more?oldschool=1,"Teleblock spells no longer apply the 10 second logout prevention effect to the caster, only to the target.",Bug Fix
"Barbarian Training, Forestry Changes & More",https://secure.runescape.com/m=news/barbarian-training-forestry-changes--more?oldschool=1,Scavengers now drop extra Planks.,General Change
"Barbarian Training, Forestry Changes & More",https://secure.runescape.com/m=news/barbarian-training-forestry-changes--more?oldschool=1,Scurrius Antique Lamps now ask players to confirm their choice of skill if it seems unusual.,XP/Progression
"Barbarian Training, Forestry Changes & More",https://secure.runescape.com/m=news/barbarian-training-forestry-changes--more?oldschool=1,The balancing log near the Coal Trucks can now be used by more than one player at a time.,General Change
"Barbarian Training, Forestry Changes & More",https://secure.runescape.com/m=news/barbarian-training-forestry-changes--more?oldschool=1,Trader Stan and his colleagues will now clarify that their ships can visit a wider range of destinations than those they've mentioned.,General Change
"Barbarian Training, Forestry Changes & More",https://secure.runescape.com/m=news/barbarian-training-forestry-changes--more?oldschool=1,The short-bearded Mystery Figure who's supposed to be observing the Champions' Arena no longer faces away from it.,General Change
"Barbarian Training, Forestry Changes & More",https://secure.runescape.com/m=news/barbarian-training-forestry-changes--more?oldschool=1,A new plant in Varrock Castle prevents people phasing through a certain wall.,Bug Fix
"Barbarian Training, Forestry Changes & More",https://secure.runescape.com/m=news/barbarian-training-forestry-changes--more?oldschool=1,(OFFICIAL CLIENT / MOBILE ONLY) Improved the Loot Tracker and Ground Item Overlay features:,Mobile/UI
"Barbarian Training, Forestry Changes & More",https://secure.runescape.com/m=news/barbarian-training-forestry-changes--more?oldschool=1,We've fixed a bug on Mobile which means you'll no longer have the option to talk to other players pets. You'll just have to imagine what they're saying like everyone else.,Bug Fix
"Barbarian Training, Forestry Changes & More",https://secure.runescape.com/m=news/barbarian-training-forestry-changes--more?oldschool=1,Sanity is now set to max when teleporting away from The Whisperer. That must be quite a relief!,General Change
"Barbarian Training, Forestry Changes & More",https://secure.runescape.com/m=news/barbarian-training-forestry-changes--more?oldschool=1,The Mystery Figure who's supposed to be observing the Champions' Arena no longer faces away from it.,General Change
"Barbarian Training, Forestry Changes & More",https://secure.runescape.com/m=news/barbarian-training-forestry-changes--more?oldschool=1,Queen Ellamaria has ordered the planting of new greenery in Varrock Castle to stop people phasing through the walls.,Bug Fix
Updated: Undead Pirates Rewards & More - Poll Blog,https://secure.runescape.com/m=news/updated-undead-pirates-rewards--more---poll-blog?oldschool=1,"The first loot tier (roughly 10k GP per lap) persists from laps 1 to 15, up from 1 to 10.",General Change
Updated: Undead Pirates Rewards & More - Poll Blog,https://secure.runescape.com/m=news/updated-undead-pirates-rewards--more---poll-blog?oldschool=1,"The second loot tier (roughly 20k GP per lap) persists from laps 16 to 30, up from 11 to 30.",General Change
Updated: Undead Pirates Rewards & More - Poll Blog,https://secure.runescape.com/m=news/updated-undead-pirates-rewards--more---poll-blog?oldschool=1,"The cost to opt-in to this increased loot has been increased from 100,000 GP to 150,000 GP. Remember that this fee is removed from the game entirely upon death inside the course, and will be lost upon leaving the course. The fee is not lost on logout, though your streak will reset.",General Change
Updated: Undead Pirates Rewards & More - Poll Blog,https://secure.runescape.com/m=news/updated-undead-pirates-rewards--more---poll-blog?oldschool=1,We've added an additional Poll Question to ask whether or not Amylase crystals should be a potential reward from this system.,Quest/Lore
Updated: Undead Pirates Rewards & More - Poll Blog,https://secure.runescape.com/m=news/updated-undead-pirates-rewards--more---poll-blog?oldschool=1,"We'd like to clarify that the loot distribution would be split 50/50 between Blighted Supplies and Alchables, or split 20/40/40 between Amylase, Blighted Supplies and Alchables if Amylase crystals are to be added as a reward. This equates to 1 Crystal per lap at Tier 1, increasing linearly to 4 Crystals per lap at Tier 4 (i.e. from your 61st lap onwards).",General Change
Updated: Undead Pirates Rewards & More - Poll Blog,https://secure.runescape.com/m=news/updated-undead-pirates-rewards--more---poll-blog?oldschool=1,"We'd also like to add Medium Clue scrolls as a drop from this system, which would benefit from the Ring of Wealth(i).",General Change
Updated: Undead Pirates Rewards & More - Poll Blog,https://secure.runescape.com/m=news/updated-undead-pirates-rewards--more---poll-blog?oldschool=1,"We'd like to make the Wilderness Agility Course a Singles-plus combat zone if it's to be updated, similar to the Revenant caves. While we're still keen on adding a hefty helping of Skeletons to keep players in combat and prevent insta-logging (a deterrent primarily aimed at combatting cheaters), some of you noted that it would still be possible to get into combat with a Skeleton and effectively 'box' yourself to safety either by closing the client ('X-logging') or just boring a would-be opponent.",Bug Fix
Updated: Undead Pirates Rewards & More - Poll Blog,https://secure.runescape.com/m=news/updated-undead-pirates-rewards--more---poll-blog?oldschool=1,"We're open to adjusting the location of Clue steps currently in/around the Wilderness Agility Course, but we don't have any specifics in mind yet and will look to poll these at a later date if they're still felt necessary.",XP/Progression
Updated: Undead Pirates Rewards & More - Poll Blog,https://secure.runescape.com/m=news/updated-undead-pirates-rewards--more---poll-blog?oldschool=1,Easy: 5 of any given item alched at once.,General Change
